scientific_name,park_name,observations,category,common_names,conservation_status
ovis canadensis,yellowstone national park,219,mammal,"bighorn sheep, bighorn sheep",species of concern
phleum pratense,yosemite national park,179,vascular plant,"common timothy, meadow timothy",
phleum pratense,yosemite national park,179,vascular plant,"common timothy, timothy",
phacelia humilis var. humilis,yosemite national park,121,vascular plant,low phacelia,
holcus lanatus,yosemite national park,179,vascular plant,"common velvet grass, velvetgrass",
holcus lanatus,yosemite national park,179,vascular plant,"common velvetgrass, yorkshire-fog",
holcus lanatus,yosemite national park,179,vascular plant,"common velvetgrass, velvetgrass, yorkshire fog",
sorbus americana,yosemite national park,151,vascular plant,american mountain-ash,
rubus argutus,bryce national park,103,vascular plant,"a bramble, highbush blackberry",
sylvilagus transitionalis,great smoky mountains national park,88,mammal,new england cottontail,
galium hypotrichium ssp. hypotrichium,great smoky mountains national park,41,vascular plant,alpine bedstraw,
githopsis specularioides,bryce national park,92,vascular plant,common bluecup,
eriogonum caespitosum,great smoky mountains national park,75,vascular plant,"mat buckwheat, mat eriogonum, matted buckwheat, matted wild buckwheat",
dicranum spurium,yellowstone national park,248,nonvascular plant,dicranum moss,
batrachoseps gregarius,yellowstone national park,248,amphibian,gregarius slender salamander,
coccyzus erythropthalmus,bryce national park,74,bird,black-billed cuckoo,species of concern
cuscuta suksdorfii,yellowstone national park,271,vascular plant,mountain dodder,
echinochloa muricata var. muricata,great smoky mountains national park,75,vascular plant,barnyard grass,
pyrrocoma integrifolia,yosemite national park,150,vascular plant,"entireleaf goldenweed, manysted goldenweed, many-stemmed goldenweed",
bubo virginianus,yellowstone national park,294,bird,great horned owl,
rudbeckia occidentalis,yosemite national park,174,vascular plant,western coneflower,
camissonia breviflora,great smoky mountains national park,37,vascular plant,"fewflower evening primrose, fewflower evening-primrose, shortflower suncup",
pseudotaxiphyllum distichaceum,bryce national park,96,nonvascular plant,pseudotaxiphyllum moss,
lysimachia terrestris,bryce national park,89,vascular plant,earth loosestrife,
utricularia intermedia,bryce national park,86,vascular plant,flatleaf bladderwort,
utricularia intermedia,bryce national park,86,vascular plant,"flatleaf bladderwort, flat-leaf bladderwort, mountain bladderwort",
hieracium gracile,yellowstone national park,246,vascular plant,slender hawkweed,
castilleja coccinea,great smoky mountains national park,81,vascular plant,"indian paint-brush, scarlet indian-paintbrush",
uropappus lindleyi,yosemite national park,132,vascular plant,lindley's silverpuffs,
magnolia tripetala,great smoky mountains national park,92,vascular plant,umbrella magnolia,
platanus occidentalis,bryce national park,100,vascular plant,sycamore,
chen caerulescens,bryce national park,112,bird,snow goose,
chen caerulescens,bryce national park,112,bird,"blue goose, snow goose",
diadophis punctatus,bryce national park,76,reptile,"ringneck snake, ring-necked snake",species of concern
castor canadensis,bryce national park,70,mammal,"american beaver, beaver",
castor canadensis,bryce national park,70,mammal,american beaver,
castor canadensis,bryce national park,70,mammal,beaver,
ivesia lycopodioides ssp. megalopetala,yosemite national park,172,vascular plant,clubmoss mousetail,
vulpia octoflora var. glauca,bryce national park,119,vascular plant,sixweeks fescue,
fraxinus dipetala,bryce national park,108,vascular plant,"california ash, two-petal ash",
dioscorea villosa,great smoky mountains national park,68,vascular plant,wild yam,
antennaria solitaria,yellowstone national park,228,vascular plant,"single-head pussytoes, solitary pussy toes",
festuca brachyphylla ssp. breviculmis,yellowstone national park,275,vascular plant,alpine fescue,
desmodium canescens,yellowstone national park,236,vascular plant,"hoary tick-treefoil, tick-trefoil",
arnica mollis,bryce national park,115,vascular plant,"hairy arnica, wooly arnica",
onoclea sensibilis,bryce national park,82,vascular plant,sensitive fern,
paspalum laeve,yellowstone national park,239,vascular plant,field paspalum,
chaerophyllum tainturieri var. tainturieri,yosemite national park,131,vascular plant,wild chervil,
crataegus macrosperma,bryce national park,69,vascular plant,"a hawthorn, scarlet hawthorn",
potamogeton amplifolius,yellowstone national park,238,vascular plant,"broad-leaved pondweed, large-leaf pondweed",
potamogeton amplifolius,yellowstone national park,238,vascular plant,largeleaf pondweed,
ulmus pumila,yosemite national park,132,vascular plant,siberean elm,
tantilla coronata,bryce national park,88,reptile,southeastern crowned snake,
plagiobothrys scouleri var. hispidulus,yellowstone national park,263,vascular plant,"meadow popcornflower, sleeping popcornflower",
scirpus atrovirens,yellowstone national park,246,vascular plant,"bulrush, woolgrass bulrush",
elaphe guttata guttata,yellowstone national park,270,reptile,corn snake,
centaurea melitensis,yellowstone national park,236,vascular plant,"malta starthistle, maltese star thistle, maltese star-thistle, napa thistle, spotted knapweed, tocalote",
melica subulata,bryce national park,124,vascular plant,alaska oniongrass,
cuscuta suksdorfii,bryce national park,72,vascular plant,mountain dodder,
chenopodium fremontii,great smoky mountains national park,67,vascular plant,fremont's goosefoot,
veronica wormskjoldii,great smoky mountains national park,65,vascular plant,american alpine speedwell,
mimulus leptaleus,yosemite national park,168,vascular plant,"least monkeyflower, slender monkeyflower",
cornus canadensis,yosemite national park,130,vascular plant,"bunchberry dogwood, canadian bunchberry",
hydrocotyle sibthorpioides,yosemite national park,155,vascular plant,"lawn penny-wort, lawn water-penny-wort",
lycopus asper,yosemite national park,152,vascular plant,"rough bugleweed, rough water-horehound",
catostomus occidentalis,great smoky mountains national park,58,fish,sacramento sucker,
lactuca saligna,great smoky mountains national park,79,vascular plant,willowleaf lettuce,
andropogon glomeratus,yosemite national park,135,vascular plant,"bushy bluestem, marsh broomsedge",
lespedeza repens,great smoky mountains national park,71,vascular plant,"creeping bush-clover, trailing bush-clover",
senecio triangularis,great smoky mountains national park,49,vascular plant,"arrowleaf groundsel, arrowleaf ragwort",
carex lasiocarpa,great smoky mountains national park,54,vascular plant,"woollyfruit sedge, woolly-fruit sedge",
commelina diffusa,great smoky mountains national park,63,vascular plant,dayflower,
aesculus glabra,great smoky mountains national park,94,vascular plant,ohio buckeye,
sibbaldiopsis tridentata,bryce national park,115,vascular plant,shrubby fivefingers,
parnassia palustris var. montanensis,yellowstone national park,215,vascular plant,"mountain grass of parnassus, northern grass-of-parnassus",
silene stellata,great smoky mountains national park,64,vascular plant,"starry campion, starry catchfly",
hippuris vulgaris,great smoky mountains national park,90,vascular plant,"common mare's tail, common mare's-tail",
viola purpurea var. venosa,bryce national park,90,vascular plant,goosefoot violet,
trifolium obtusiflorum,yellowstone national park,251,vascular plant,clammy clover,
philadelphus inodorus var. strigosus,bryce national park,97,vascular plant,mock-orange,
xanthium strumarium var. glabratum,great smoky mountains national park,71,vascular plant,rough cockleburr,
eupatorium altissimum,yosemite national park,148,vascular plant,tall thoroughwort,
muhlenbergia minutissima,great smoky mountains national park,78,vascular plant,annual muhly,
aster tataricus,yosemite national park,182,vascular plant,"tartar aster, tartarian aster",
desmodium rotundifolium,great smoky mountains national park,59,vascular plant,"prostrate tick-treefoil, prostrate tick-trefoil",
amphidium mougeotii,great smoky mountains national park,73,nonvascular plant,mougeot's amphidium moss,
nerodia sipedon sipedon,bryce national park,103,reptile,northern water snake,
caltha leptosepala,yosemite national park,156,vascular plant,"elkslip marshmarigold, slendersepal marshmarigold, white marsh marigold, white marshmarigold, white marsh-marigold",
linaria vulgaris,yellowstone national park,233,vascular plant,butter-and-eggs,
linaria vulgaris,yellowstone national park,233,vascular plant,"butter and eggs, flaxweed, greater butter-and-eggs, jacob's ladder, ramsted, wild snapdragon, yellow toadflax",
gnaphalium palustre,bryce national park,78,vascular plant,"cudweed, lowland cudweed, marsh everlasting, western marsh cudweed",
lithospermum arvense,yosemite national park,143,vascular plant,"corn gromwell, puccoon",
gambusia affinis,bryce national park,143,fish,"mosquitofish, western mosquitofish",
houstonia longifolia,yosemite national park,142,vascular plant,"longleaf bluet, longleaf summer bluet",
chamaebatia foliolosa,yellowstone national park,277,vascular plant,mountain misery,
carex austrocaroliniana,bryce national park,109,vascular plant,"a sedge, south carolina sedge",
aster integrifolius,yosemite national park,122,vascular plant,thickstem aster,
athyrium filix-femina,yellowstone national park,231,vascular plant,"common ladyfern, ladyfern, subarctic ladyfern",
tanacetum vulgare,yosemite national park,163,vascular plant,common tansy,
tanacetum vulgare,yosemite national park,163,vascular plant,"common tansy, garden tansy, golden-buttons, tansy",
porterella carnosula,bryce national park,76,vascular plant,"fleshy porterella, porterplant",
sorex hoyi,great smoky mountains national park,42,mammal,pygmy shrew,
sorex hoyi,great smoky mountains national park,42,mammal,"american pygmy shrew, pygmy shrew",
setaria pumila,great smoky mountains national park,81,vascular plant,glaucous foxtail,
setaria pumila,great smoky mountains national park,81,vascular plant,"cattail grass, yellow bristle grass, yellow bristlegrass",
carex purpurifera,bryce national park,70,vascular plant,"purple sedge, purple-based sedge",
sterna paradisaea,bryce national park,67,bird,arctic tern,
goodyera pubescens,bryce national park,115,vascular plant,downy rattlesnake-plantain,
calamagrostis cinnoides,great smoky mountains national park,61,vascular plant,"nuttall's small-reedgrass, reed-bent grass",
megascops kennicottii,yosemite national park,161,bird,western screech-owl,
solidago glomerata,yosemite national park,167,vascular plant,"a goldenrod, skunk goldenrod",
hordeum murinum ssp. murinum,yellowstone national park,232,vascular plant,wall barley,
nothoscordum bivalve,yosemite national park,156,vascular plant,crowpoison,
astragalus inflexus,yosemite national park,132,vascular plant,bent milkvetch,
cynoglossum virginianum,yellowstone national park,236,vascular plant,"wild comfrey, blue hound's-tongue",
plantago,bryce national park,124,vascular plant,"indianwheat, plantain",
etheostoma simoterum,yellowstone national park,217,fish,"snubnose darter, tennessee snubnose darter",
agoseris grandiflora,great smoky mountains national park,68,vascular plant,"bigflower agoseris, shortbeak agoseris",
corallorhiza odontorhiza,yellowstone national park,251,vascular plant,autumn coral-root,
geranium carolinianum,great smoky mountains national park,57,vascular plant,"carolina cranesbill, carolina crane's-bill",
